meanR,meanG,meanB,stdR,stdG,stdB,skewR,skewG,skewB,kurtR,kurtG,kurtB,kelas
204.8240194515306,206.1228475765306,208.84311224489795,84.98301292543601,83.57148041239834,80.31602233843515,-1.2473200858884148,-1.2943786065282197,-1.3319775180674795,-0.30758821474730436,-0.16090278738073227,-0.0669977709467875,adidas
211.7145448022959,212.98901865433675,218.54450334821428,82.91404830181473,79.9929276994484,69.778586346846,-1.6027723512757501,-1.591051355197113,-1.684163522110216,0.7144804254518471,0.6977532571289391,1.1507690493164136,adidas
232.25041533669605,223.95519508498592,211.5334359438272,14.645802633668644,34.52305648899475,67.13978711554518,-6.3191108650937915,-2.875902245065055,-2.2341530511598133,51.445125010668626,7.9283323087448,3.3277991300886907,adidas
168.93893494897958,156.78615274234693,188.79047751913265,62.51042816329955,56.80002441737749,54.72978545416881,-0.5824118555096124,-0.26958109628919336,-0.7178698300202665,-1.0311610743803712,-1.0451673299656716,-0.7476928304059958,adidas
140.0409558354592,145.7874083227041,142.37838807397958,79.53714492353653,75.62677769306751,74.85002063065411,-0.48050798999034217,-0.5995773775301434,-0.5064927452605235,-1.1168917449577134,-0.8391705467829627,-0.8930142912913577,adidas
143.9830397002551,134.7362683354592,131.53322305484693,53.00591743662671,50.97007789730994,51.04417366714129,-0.7539133390903427,-0.5745140170244639,-0.31939252484807823,-0.4824846546733994,-0.478140440091007,-0.2654295725804938,adidas
183.43742028061226,175.89106345663265,171.6599569515306,63.25603404439903,64.82738045666265,62.30327684539688,-0.8869778814280027,-0.6770256148399689,-0.41828124917703635,0.1781840538805377,-0.4527920171470772,-1.1343713864275495,adidas
111.74998007015306,94.00599888392857,71.39528858418367,83.63658728606718,72.96508700797249,58.25931168562819,0.45063467641826727,0.7070772844614167,1.0681898113820958,-1.2007572068726633,-0.6275173224457342,0.4730456685557196,adidas
163.38327088647958,166.29239078443877,172.24266581632654,67.67373037918003,63.510589764643974,53.77958356587026,-1.2471608899721767,-1.2041602827406337,-1.1069642196097345,0.06443256236686423,0.034903305445763255,0.09419465260677651,adidas
145.20541693239795,143.22530691964286,141.43789859693877,49.98810161515128,50.29704293897884,51.21083707989346,-0.7127373157934386,-0.7776796324841528,-0.6557043305059058,0.9068569936069673,0.9408394881714774,0.7649202957202506,adidas
165.07471699617346,166.59929049744898,175.1023796237245,92.32210931700843,91.63149340179132,86.21687208964133,-0.48422208624564644,-0.49780259252204756,-0.559330469585039,-1.4708091912107901,-1.4639370797574984,-1.4255058650581092,adidas
120.23706552933673,122.76466836734694,119.69268176020408,80.3784355601158,78.57184141582914,82.50902919445686,0.326280761701451,0.29264543788584574,0.4214878379626791,-1.3775084997003197,-1.3586358717883809,-1.417416183474758,adidas
168.93893494897958,156.78615274234693,188.79047751913265,62.51042816329955,56.80002441737749,54.72978545416881,-0.5824118555096124,-0.26958109628919336,-0.7178698300202665,-1.0311610743803712,-1.0451673299656716,-0.7476928304059958,adidas
186.00039859693877,144.45479910714286,49.29432397959184,81.98951695859584,61.6381061366792,75.14459799035644,-0.9068600084341129,-0.7199580993956561,1.5806914795781088,-0.9750942174744783,-0.759198949835449,1.0602108596842639,adidas
183.43742028061226,175.89106345663265,171.6599569515306,63.25603404439903,64.82738045666265,62.30327684539688,-0.8869778814280027,-0.6770256148399689,-0.41828124917703635,0.1781840538805377,-0.4527920171470772,-1.1343713864275495,adidas
225.9140625,222.40148676658163,221.8252949617347,29.387206212581482,34.84443809638111,34.95860301695498,-4.180773619297207,-3.19746179516379,-2.947676324750529,20.510361202784857,11.072792117269069,9.692615130703617,adidas
111.74998007015306,94.00599888392857,71.39528858418367,83.63658728606718,72.96508700797249,58.25931168562819,0.45063467641826727,0.7070772844614167,1.0681898113820958,-1.2007572068726633,-0.6275173224457342,0.4730456685557196,adidas
163.38327088647958,166.29239078443877,172.24266581632654,67.67373037918003,63.510589764643974,53.77958356587026,-1.2471608899721767,-1.2041602827406337,-1.1069642196097345,0.06443256236686423,0.034903305445763255,0.09419465260677651,adidas
145.20541693239795,143.22530691964286,141.43789859693877,49.98810161515128,50.29704293897884,51.21083707989346,-0.7127373157934386,-0.7776796324841528,-0.6557043305059058,0.9068569936069673,0.9408394881714774,0.7649202957202506,adidas
170.61296237244898,161.2420280612245,162.9869459502551,65.89687967561137,72.62465653502841,69.63788364360967,-0.9952884139448516,-0.8628204800491892,-0.8194843284775455,-0.34178084001478526,-0.7268835014136061,-0.7778963060404029,adidas
228.73497289540816,228.26795679209184,229.90359933035714,40.81661289065979,41.51043048038047,40.631528299530345,-1.5804837786124093,-1.571557959056706,-1.6623084265812647,1.3076219271928098,1.2525690729822037,1.5093554605748283,adidas
203.6951530612245,196.96821189413265,196.78015385841837,42.57568316140384,48.51770069912471,57.655518024848,-1.8164496791421818,-1.6573158541323973,-1.424361955525247,3.6855121532711035,2.2964873582626124,0.8992094259151884,adidas
134.29641661352042,142.9655213647959,157.0289381377551,63.303630678825016,57.1490894257564,46.81477593464722,0.29626924045957626,-0.19064190320056792,-0.848028277477701,-1.0148320954873984,-0.6413296162023303,0.4330071608590411,adidas
209.7783801020408,208.19832190688774,218.21091757015307,64.0255097268389,64.52788764568666,52.18763077006008,-1.6046265307200303,-1.438198764619452,-1.7249065403816477,1.5920987106483215,0.9308063476430313,2.4399840437520535,adidas
