meanR,meanG,meanB,stdR,stdG,stdB,skewR,skewG,skewB,kurtR,kurtG,kurtB,kelas
113.6246412627551,132.84743702168367,146.95786830357142,90.41541106463401,79.17888947687682,76.96393340437595,0.49404386815844864,0.21768445371786715,-0.13133008248958342,-1.2718808102652044,-1.0958386232632404,-1.0019087252954275,nike
187.72415098852042,185.66745057397958,172.39989237882654,85.03723474645763,83.91215206509472,89.75258775166203,-0.9682271726985723,-0.8843135723641196,-0.4153229312784523,-0.5838516486221108,-0.6755844819230683,-1.5024723326903613,nike
220.59803491709184,220.53519610969389,221.03976004464286,63.41205817206035,63.59191832273976,63.16045422802654,-2.460840333242252,-2.4595876195387327,-2.473693622351251,4.286121888047068,4.276847520940216,4.321265771711021,nike
161.15200494260205,161.18702168367346,162.25691565688774,108.01021869859156,107.92588176156951,106.72407209705139,-0.30662776702531647,-0.305015332057533,-0.3065158543718589,-1.8739565539997036,-1.8762724626128022,-1.8731985038990555,nike
114.10967394770408,108.81718351403062,99.01739875637755,54.383091092587165,46.1998185138791,62.000225947941324,-0.06460795965625797,0.5436711349089295,0.7459819958456863,-1.218506635351149,-0.43678575294573596,-0.9415604416939423,nike
74.57063137755102,80.1186224489796,84.22307477678571,29.385356159432003,32.993770416608704,35.76814134823729,0.25953256247888906,0.3065887374287875,0.22759501343793415,3.035451532068934,2.552160483841133,1.7129966358132496,nike
164.5781847895408,134.52068718112244,123.06853874362245,27.189359425429924,69.58636939414862,69.05536763880244,-0.7925306896908239,-0.8639827033436611,-0.7867207605929138,1.8854839172214461,-0.7826362344517657,-0.7171279552175123,nike
209.4547791772959,210.71424585459184,218.17049984056123,72.25849959962092,69.60196556729657,55.427427726506245,-1.6828563041339801,-1.6802539097228943,-1.8046260923742266,1.0282307453830661,1.024606079791079,1.6668048216108193,nike
223.60662468112244,223.34028220663265,223.92610012755102,63.4527844193234,63.642572491021696,63.00018189585561,-1.78606676135843,-1.7858906283436282,-1.807073697307049,1.548020017449832,1.5625603869117892,1.6547782547187948,nike
75.00169403698979,41.90443638392857,35.897102200255105,84.66910392768561,57.327180183401936,56.81646736800245,0.45375050621388946,1.220217022099904,1.428906572495048,-1.4888183258721588,-0.08980054115720026,0.2930340875821327,nike
162.6336894132653,160.11581234056123,154.90963807397958,95.38716705751423,95.94563383871218,97.83131586755816,-0.1850112327965244,-0.1339117833247684,-0.02327117766009957,-1.852222484640695,-1.86397585815947,-1.9042634759151613,nike
183.5574577487245,184.3114237882653,185.65541294642858,93.5989578707328,91.32051695125533,90.63951173505204,-0.6607995837187217,-0.6645863811529272,-0.7139574654092506,-1.4225260857852167,-1.3593398282962346,-1.2665774732016204,nike
173.96055883290816,171.2315051020408,188.36979830994898,83.95376817657515,81.07696287217784,64.3232466379214,-0.4733671269050429,-0.2707596703380856,-0.1890794121037702,-1.4770794519011468,-1.5689043408648482,-1.614896349639224,nike
191.17727598852042,192.07204639668367,194.43309550382654,71.43277221604988,70.69939087025533,67.980465856554,-1.5470079687430947,-1.5951770941023684,-1.666073150188186,0.7083914212967195,0.8877185452009182,1.143507939874282,nike
137.6729512117347,141.05590322066325,156.03198740433675,103.83629109977855,103.55073821501497,99.86503085345144,0.06795891301548117,0.010418730745036991,-0.36844920379884927,-1.817040570390078,-1.8142097643778516,-1.600754040317862,nike
162.2385403380102,150.7847975127551,158.51998963647958,100.00834247634326,101.90345010159798,95.58843567297656,-0.31136306121545054,-0.02796766182792904,-0.09728043117998772,-1.7390386877722226,-1.8907317439221167,-1.8110918675186365,nike
207.1727519132653,214.28553491709184,220.54069674744898,90.01719500148083,77.2488651050718,68.90459903287943,-1.4704165951880432,-1.5444830433622279,-1.8268263041612236,0.2576033252340517,0.5839631734949031,1.7746257384722979,nike
